epoch,classification_output_accuracy,classification_output_auc,classification_output_loss,learning_rate,loss,regression_output_loss,regression_output_mae,regression_output_mse,val_classification_output_accuracy,val_classification_output_auc,val_classification_output_loss,val_loss,val_regression_output_loss,val_regression_output_mae,val_regression_output_mse
0,0.9287068247795105,0.9654738903045654,0.17563532292842865,0.0005000000237487257,0.2751339077949524,0.22025378048419952,0.1373443454504013,0.08009231835603714,0.8652900457382202,0.9208590984344482,0.2515524625778198,0.474336177110672,0.5145992040634155,0.4921126663684845,0.2981671988964081
1,0.9383951425552368,0.9747264385223389,0.1514451950788498,0.0005000000237487257,0.24719156324863434,0.20950405299663544,0.13419486582279205,0.0763530284166336,0.8721730709075928,0.9013620615005493,0.2880115807056427,0.6806387305259705,0.8369648456573486,0.6926128268241882,0.542901873588562
2,0.9455560445785522,0.9791055917739868,0.13748452067375183,0.0005000000237487257,0.23149777948856354,0.19608202576637268,0.1370023936033249,0.07305596768856049,0.8549655675888062,0.9142950773239136,0.269288569688797,0.2914327383041382,0.20338912308216095,0.1721705049276352,0.09078838676214218
3,0.944081723690033,0.9767574071884155,0.13975702226161957,0.0005000000237487257,0.2196221500635147,0.17351916432380676,0.1492474228143692,0.06952925026416779,0.8534906506538391,0.8764793276786804,0.3418252468109131,0.4367417097091675,0.398686021566391,0.4536280930042267,0.252471923828125
4,0.9516638517379761,0.9835678935050964,0.12095276266336441,0.0005000000237487257,0.20046401023864746,0.1549256145954132,0.15428473055362701,0.06725721061229706,0.857915461063385,0.864677369594574,0.3736721873283386,0.33832961320877075,0.21832811832427979,0.18244467675685883,0.09137353301048279
5,0.9488205313682556,0.981151819229126,0.12493666261434555,0.0005000000237487257,0.1913360357284546,0.13597649335861206,0.1524505466222763,0.062417611479759216,0.8756145238876343,0.8744503259658813,0.36254191398620605,0.3506178855895996,0.23912207782268524,0.23284606635570526,0.11346606910228729
6,0.9542965292930603,0.9833930730819702,0.11698861420154572,0.0005000000237487257,0.17947499454021454,0.12210121750831604,0.1436174064874649,0.056098200380802155,0.8574237823486328,0.87408846616745,0.34457194805145264,0.35931968688964844,0.2683665156364441,0.2634321451187134,0.1356637328863144
7,0.9562973976135254,0.983984649181366,0.1157258152961731,0.0005000000237487257,0.16982980072498322,0.10748372972011566,0.14783719182014465,0.052855003625154495,0.8613569140434265,0.8643308877944946,0.39533862471580505,0.3566018342971802,0.22875645756721497,0.2579536437988281,0.11498149484395981
8,0.9521903991699219,0.9830499291419983,0.11890910565853119,0.0005000000237487257,0.17362283170223236,0.10846405476331711,0.14728029072284698,0.05320059880614281,0.8520157337188721,0.8300786018371582,0.48071038722991943,0.4030349552631378,0.24576148390769958,0.24945500493049622,0.11839517205953598
9,0.9572451710700989,0.9842917323112488,0.11100894212722778,0.0005000000237487257,0.1560705602169037,0.08724446594715118,0.13138636946678162,0.045114051550626755,0.8382497429847717,0.8158005475997925,0.44911113381385803,0.41620582342147827,0.2966533303260803,0.2941722869873047,0.15108852088451385
10,0.9724094271659851,0.9917407631874084,0.07968828082084656,0.0002500000118743628,0.1236683577299118,0.0648363009095192,0.11997934430837631,0.03720621392130852,0.8466076850891113,0.8419305682182312,0.41603702306747437,0.3582063615322113,0.23902536928653717,0.17564164102077484,0.10483051836490631
11,0.9794650673866272,0.9950026273727417,0.06477655470371246,0.0002500000118743628,0.10481759160757065,0.0592556968331337,0.11452401429414749,0.034783728420734406,0.8215339183807373,0.8162487149238586,0.45480456948280334,0.39455556869506836,0.2859410345554352,0.31135672330856323,0.15098707377910614
12,0.9774641990661621,0.9958434700965881,0.060839395970106125,0.0002500000118743628,0.09501859545707703,0.04983071610331535,0.1061413511633873,0.0303637757897377,0.8559488654136658,0.8633686304092407,0.41027429699897766,0.3563413918018341,0.2540031969547272,0.22214801609516144,0.11715930700302124
13,0.9755686521530151,0.9935516715049744,0.06896652281284332,0.0002500000118743628,0.10013070702552795,0.051919132471084595,0.10554132610559464,0.030002178624272346,0.8588986992835999,0.8363341689109802,0.4803604781627655,0.37515008449554443,0.23621727526187897,0.1878548115491867,0.10498311370611191
14,0.9804127812385559,0.99464350938797,0.059359826147556305,0.0002500000118743628,0.0890556052327156,0.042271777987480164,0.0973055362701416,0.02651447243988514,0.850540816783905,0.8621485233306885,0.39699503779411316,0.3271595239639282,0.21374627947807312,0.16421735286712646,0.0909295380115509
15,0.9791491031646729,0.9950894117355347,0.06092556565999985,0.0002500000118743628,0.09253644943237305,0.04746145382523537,0.10006524622440338,0.028725162148475647,0.8387414216995239,0.8019851446151733,0.514712393283844,0.38896965980529785,0.23794353008270264,0.18900679051876068,0.10610933601856232
16,0.9817817807197571,0.9966549277305603,0.05175105482339859,0.0002500000118743628,0.08358585834503174,0.04058095067739487,0.09150346368551254,0.025126492604613304,0.8220255374908447,0.8515267372131348,0.4467814266681671,0.36876723170280457,0.2545798420906067,0.24537356197834015,0.12293162941932678
17,0.9868365526199341,0.9982179999351501,0.040548987686634064,0.0001250000059371814,0.07154551893472672,0.032681990414857864,0.08444477617740631,0.021709274500608444,0.8539823293685913,0.8549705147743225,0.4321101903915405,0.3445669412612915,0.2301151156425476,0.17988784611225128,0.10114043951034546
18,0.989363968372345,0.9985610246658325,0.03622076287865639,0.0001250000059371814,0.06645776331424713,0.033786557614803314,0.08344590663909912,0.02158738486468792,0.8515241146087646,0.8393464088439941,0.4619348645210266,0.359806627035141,0.24000300467014313,0.19099178910255432,0.10511474311351776
19,0.9931550025939941,0.9993823170661926,0.027848048135638237,0.0001250000059371814,0.059328921139240265,0.03131508082151413,0.07993729412555695,0.02078060805797577,0.850540816783905,0.8120872974395752,0.5210362076759338,0.3802231550216675,0.23798829317092896,0.16830290853977203,0.10218530148267746
20,0.9918913245201111,0.9991807341575623,0.0290630292147398,0.0001250000059371814,0.05702171474695206,0.029508523643016815,0.07841525226831436,0.02001340314745903,0.8470993041992188,0.8348895311355591,0.4954693913459778,0.3717265725135803,0.24327966570854187,0.18135309219360352,0.10785917937755585
21,0.991786003112793,0.999199390411377,0.02929597906768322,0.0001250000059371814,0.05553355813026428,0.028620025143027306,0.07873648405075073,0.02004838176071644,0.8495575189590454,0.7730724215507507,0.6398067474365234,0.42310553789138794,0.23441332578659058,0.1960870325565338,0.10521780699491501
22,0.990627646446228,0.9982730746269226,0.03108697570860386,0.0001250000059371814,0.052134931087493896,0.023033419623970985,0.07170093059539795,0.016272492706775665,0.8529990315437317,0.8188162446022034,0.5186631083488464,0.3549145460128784,0.20175743103027344,0.1704544574022293,0.08706123381853104
