time,open,high,low,close,tick_volume,low_time,high_time,ma_fast,ma_slow,signal,signal_shift,entry_long,entry_short,entry_signal,outcome_label,in_trade,trade_id,tp_heatmap,sl_heatmap,combined_heatmap,tp_prob,sl_prob,nohit_prob,tp_prob_raw,sl_prob_raw,signed_heatmap,tp_signed,sl_signed,heatmap_magnitude,heatmap_direction,tp_heatmap_only,sl_heatmap_only,tp_signed_entry,sl_signed_entry,signed_heatmap_entry,heatmap_magnitude_entry,heatmap_direction_entry
2015-01-06 00:00:00,1.19361,1.19428,1.19263,1.19424,6980,2015-01-06 01:36:00,2015-01-06 03:36:00,,,0,0.0,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2015-01-06 04:00:00,1.19425,1.19542,1.19356,1.19482,7801,2015-01-06 04:24:00,2015-01-06 05:36:00,,,0,0.0,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2015-01-06 08:00:00,1.19482,1.19682,1.19215,1.19441,15230,2015-01-06 11:36:00,2015-01-06 09:36:00,,,0,0.0,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2015-01-06 12:00:00,1.19442,1.19454,1.18836,1.19065,20361,2015-01-06 15:12:00,2015-01-06 12:00:00,,,0,0.0,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2015-01-06 16:00:00,1.19064,1.19397,1.18869,1.19365,23634,2015-01-06 17:12:00,2015-01-06 19:36:00,,,0,0.0,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2015-01-06 20:00:00,1.1936,1.19577,1.18883,1.18979,17260,2015-01-06 23:12:00,2015-01-06 20:24:00,,,0,0.0,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2015-01-07 00:00:00,1.18978,1.18987,1.18466,1.18689,10269,2015-01-07 00:48:00,2015-01-07 00:00:00,,,0,0.0,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2015-01-07 04:00:00,1.18697,1.18799,1.1866,1.18749,8344,2015-01-07 06:00:00,2015-01-07 04:24:00,,,0,0.0,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2015-01-07 08:00:00,1.18748,1.18956,1.18541,1.18676,16619,2015-01-07 09:36:00,2015-01-07 10:48:00,,,0,0.0,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2015-01-07 12:00:00,1.18678,1.18787,1.18184,1.18357,23330,2015-01-07 14:48:00,2015-01-07 12:00:00,1.1934395,,0,0.0,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2015-01-07 16:00:00,1.18356,1.18384,1.18014,1.18193,23250,2015-01-07 18:48:00,2015-01-07 16:24:00,1.1923475,,0,0.0,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2015-01-07 20:00:00,1.18197,1.1858,1.1808,1.18326,16323,2015-01-07 22:00:00,2015-01-07 22:48:00,1.1914449999999999,,0,0.0,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2015-01-08 00:00:00,1.18325,1.18467,1.18306,1.18374,7495,2015-01-08 02:00:00,2015-01-08 03:36:00,1.1906174999999999,,0,0.0,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2015-01-08 04:00:00,1.18377,1.184,1.18169,1.1822,8147,2015-01-08 06:00:00,2015-01-08 04:00:00,1.1897205,,0,0.0,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2015-01-08 08:00:00,1.1822,1.1826,1.17912,1.17936,14350,2015-01-08 11:36:00,2015-01-08 08:00:00,1.1888765,,0,0.0,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2015-01-08 12:00:00,1.17935,1.18072,1.17536,1.17753,19729,2015-01-08 15:12:00,2015-01-08 12:00:00,1.1880505000000001,,0,0.0,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2015-01-08 16:00:00,1.17754,1.18138,1.17611,1.18091,21784,2015-01-08 16:00:00,2015-01-08 19:36:00,1.1873225,,0,0.0,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2015-01-08 20:00:00,1.1809,1.18186,1.17796,1.17878,11121,2015-01-08 22:00:00,2015-01-08 20:00:00,1.186766,,0,0.0,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2015-01-09 00:00:00,1.17877,1.17963,1.17862,1.17953,7817,2015-01-09 01:36:00,2015-01-09 03:36:00,1.1861565,,0,0.0,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2015-01-09 04:00:00,1.17952,1.1812,1.17944,1.18051,9345,2015-01-09 04:00:00,2015-01-09 07:12:00,1.185501,,0,0.0,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2015-01-09 08:00:00,1.1805,1.18143,1.17844,1.18044,13876,2015-01-09 10:24:00,2015-01-09 08:00:00,1.184811,,0,0.0,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2015-01-09 12:00:00,1.18046,1.18194,1.17972,1.18164,17248,2015-01-09 12:00:00,2015-01-09 12:48:00,1.1841519999999999,,0,0.0,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2015-01-09 16:00:00,1.18163,1.1844,1.17623,1.18289,30504,2015-01-09 16:24:00,2015-01-09 19:12:00,1.183576,,0,0.0,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2015-01-09 20:00:00,1.1829,1.1845,1.18279,1.18425,12014,2015-01-09 20:48:00,2015-01-09 22:48:00,1.183256,,0,0.0,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2015-01-10 00:00:00,1.18424,1.18436,1.18306,1.18402,2007,2015-01-10 00:24:00,2015-01-10 00:00:00,1.1827745,,0,0.0,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2015-01-12 00:00:00,1.18481,1.18692,1.1845,1.18662,5929,2015-01-12 00:48:00,2015-01-12 02:48:00,1.182616,,0,0.0,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2015-01-12 04:00:00,1.18662,1.18665,1.18447,1.18523,8092,2015-01-12 06:00:00,2015-01-12 04:24:00,1.1825329999999998,,0,0.0,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2015-01-12 08:00:00,1.18523,1.18702,1.18094,1.18146,14287,2015-01-12 11:36:00,2015-01-12 08:48:00,1.1822314999999999,,0,0.0,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2015-01-12 12:00:00,1.18147,1.18239,1.17856,1.17898,18421,2015-01-12 15:36:00,2015-01-12 12:24:00,1.1818425,,0,0.0,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2015-01-12 16:00:00,1.17897,1.18442,1.17886,1.18306,21684,2015-01-12 16:00:00,2015-01-12 17:36:00,1.181817,,0,0.0,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2015-01-12 20:00:00,1.18306,1.18452,1.18166,1.18366,11267,2015-01-12 20:24:00,2015-01-12 22:24:00,1.1819035000000002,,0,0.0,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2015-01-13 00:00:00,1.18365,1.18425,1.18225,1.18412,6933,2015-01-13 03:12:00,2015-01-13 03:36:00,1.1819465,,0,0.0,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2015-01-13 04:00:00,1.18414,1.18589,1.18319,1.1836,10418,2015-01-13 07:36:00,2015-01-13 06:00:00,1.1819395,,0,0.0,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2015-01-13 08:00:00,1.18357,1.18515,1.18167,1.18206,16194,2015-01-13 11:36:00,2015-01-13 10:24:00,1.1819324999999998,,0,0.0,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.011108996,-0.0,0.011108996,0.011108996,1.0
2015-01-13 12:00:00,1.18206,1.18256,1.17752,1.178,19875,2015-01-13 15:36:00,2015-01-13 12:00:00,1.1818645,,0,0.0,0,0,0,0,0,-1,0.011108996,0.0,0.011108996,0.011108996,0.0,0.988891,0.011108996,0.0,0.011108996,0.011108996,-0.0,0.011108996,1.0,0.011108996,0.0,0.04393693,-0.0,0.04393693,0.04393693,1.0
2015-01-13 16:00:00,1.17801,1.17992,1.17529,1.17778,22884,2015-01-13 18:00:00,2015-01-13 19:12:00,1.1818769999999998,,0,0.0,0,0,0,0,0,-1,0.04393693,0.0,0.04393693,0.04393693,0.0,0.9560631,0.04393693,0.0,0.04393693,0.04393693,-0.0,0.04393693,1.0,0.04393693,0.0,0.13533528,-0.0,0.13533528,0.13533528,1.0
2015-01-13 20:00:00,1.17778,1.17955,1.17582,1.17709,16435,2015-01-13 22:48:00,2015-01-13 20:24:00,1.181686,,0,0.0,0,0,0,0,0,-1,0.13533528,0.0,0.13533528,0.13533528,0.0,0.86466473,0.13533528,0.0,0.13533528,0.13533528,-0.0,0.13533528,1.0,0.13533528,0.0,0.32465243,-0.0,0.32465243,0.32465243,1.0
2015-01-14 00:00:00,1.17709,1.17817,1.17682,1.17701,8006,2015-01-14 00:48:00,2015-01-14 03:12:00,1.1815975,,0,0.0,0,0,0,0,0,-1,0.32465243,0.0,0.32465243,0.32465243,0.0,0.67534757,0.32465243,0.0,0.32465243,0.32465243,-0.0,0.32465243,1.0,0.32465243,0.0,0.60653067,-0.0,0.60653067,0.60653067,1.0
2015-01-14 04:00:00,1.177,1.17862,1.17636,1.17851,10369,2015-01-14 04:24:00,2015-01-14 07:36:00,1.1815465,,0,0.0,0,0,0,0,0,-1,0.60653067,0.0,0.60653067,0.60653067,0.0,0.39346933,0.60653067,0.0,0.60653067,0.60653067,-0.0,0.60653067,1.0,0.60653067,0.0,0.8824969,-0.0,0.8824969,0.8824969,1.0
2015-01-14 08:00:00,1.17852,1.18106,1.17735,1.17918,19377,2015-01-14 10:48:00,2015-01-14 11:12:00,1.18148,1.1861228,-1,0.0,0,1,-1,0,1,0,0.8824969,0.0,0.8824969,0.8824969,0.0,0.11750311,0.8824969,0.0,0.8824969,0.8824969,-0.0,0.8824969,1.0,0.8824969,0.0,1.0,-0.0,1.0,1.0,1.0
2015-01-14 12:00:00,1.17919,1.17958,1.17267,1.17571,21427,2015-01-14 12:24:00,2015-01-14 12:00:00,1.1812435,1.1855616,-1,-1.0,0,0,0,1,1,0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,-0.0,1.0,1.0,1.0,0.0,0.8824969,-0.0,0.8824969,0.8824969,1.0
2015-01-14 16:00:00,1.17571,1.18451,1.17547,1.18053,27340,2015-01-14 16:00:00,2015-01-14 16:48:00,1.1811880000000001,1.185146,-1,-1.0,0,0,0,0,0,-1,0.8824969,0.0,0.8824969,0.8824969,0.0,0.11750311,0.8824969,0.0,0.8824969,0.8824969,-0.0,0.8824969,1.0,0.8824969,0.0,0.60653067,-0.0,0.60653067,0.60653067,1.0
2015-01-14 20:00:00,1.18054,1.1813,1.17749,1.17885,14644,2015-01-14 22:48:00,2015-01-14 20:00:00,1.180986,1.1847172,-1,-1.0,0,0,0,0,0,-1,0.60653067,0.0,0.60653067,0.60653067,0.0,0.39346933,0.60653067,0.0,0.60653067,0.60653067,-0.0,0.60653067,1.0,0.60653067,0.0,0.32465243,-0.0,0.32465243,0.32465243,1.0
2015-01-15 00:00:00,1.17888,1.17921,1.17725,1.17754,7785,2015-01-15 03:36:00,2015-01-15 01:12:00,1.1806505,1.1842652,-1,-1.0,0,0,0,0,0,-1,0.32465243,0.0,0.32465243,0.32465243,0.0,0.67534757,0.32465243,0.0,0.32465243,0.32465243,-0.0,0.32465243,1.0,0.32465243,0.0,0.13533528,-0.0,0.13533528,0.13533528,1.0
2015-01-15 04:00:00,1.17753,1.17869,1.1772,1.17738,8487,2015-01-15 04:24:00,2015-01-15 06:24:00,1.1803184999999998,1.183888,-1,-1.0,0,0,0,0,0,-1,0.13533528,0.0,0.13533528,0.13533528,0.0,0.86466473,0.13533528,0.0,0.13533528,0.13533528,-0.0,0.13533528,1.0,0.13533528,0.0,0.04393693,-0.0,0.04393693,0.04393693,1.0
2015-01-15 08:00:00,1.17739,1.17855,1.17494,1.17588,14305,2015-01-15 11:36:00,2015-01-15 10:48:00,1.1797815,1.1835246000000001,-1,-1.0,0,0,0,0,0,-1,0.04393693,0.0,0.04393693,0.04393693,0.0,0.9560631,0.04393693,0.0,0.04393693,0.04393693,-0.0,0.04393693,1.0,0.04393693,0.0,0.011108996,-0.0,0.011108996,0.011108996,1.0
2015-01-15 12:00:00,1.1759,1.1772,1.15728,1.17363,36185,2015-01-15 12:24:00,2015-01-15 12:48:00,1.1792015,1.1830878,-1,-1.0,0,0,0,0,0,-1,0.011108996,0.0,0.011108996,0.011108996,0.0,0.988891,0.011108996,0.0,0.011108996,0.011108996,-0.0,0.011108996,1.0,0.011108996,0.0,0.0,-0.0,0.0,0.0,0.0
2015-01-15 16:00:00,1.17365,1.17402,1.15673,1.15942,33653,2015-01-15 18:48:00,2015-01-15 16:00:00,1.1780994999999999,1.182478,-1,-1.0,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2015-01-15 20:00:00,1.15947,1.1635,1.15916,1.16177,20712,2015-01-15 20:24:00,2015-01-15 21:36:00,1.177239,1.181879,-1,-1.0,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2015-01-16 00:00:00,1.16175,1.16388,1.16065,1.16156,14346,2015-01-16 00:00:00,2015-01-16 02:48:00,1.176164,1.1812378,-1,-1.0,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2015-01-16 04:00:00,1.16157,1.16455,1.15995,1.16305,13994,2015-01-16 04:00:00,2015-01-16 06:00:00,1.1751334999999998,1.1806139999999998,-1,-1.0,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2015-01-16 08:00:00,1.16304,1.16479,1.16114,1.1613,19757,2015-01-16 11:36:00,2015-01-16 10:24:00,1.1739925,1.1799435999999999,-1,-1.0,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2015-01-16 12:00:00,1.16131,1.16367,1.15749,1.15888,20999,2015-01-16 14:24:00,2015-01-16 12:24:00,1.1727565,1.179233,-1,-1.0,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2015-01-16 16:00:00,1.15887,1.16074,1.14594,1.15157,33441,2015-01-16 18:24:00,2015-01-16 16:24:00,1.171232,1.1784514,-1,-1.0,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2015-01-16 20:00:00,1.15161,1.15883,1.1511,1.15679,20016,2015-01-16 20:00:00,2015-01-16 22:48:00,1.1701715,1.1777142,-1,-1.0,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2015-01-17 00:00:00,1.15679,1.15735,1.15526,1.1565,2803,2015-01-17 00:24:00,2015-01-17 00:00:00,1.1691075,1.1770484,-1,-1.0,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2015-01-19 00:00:00,1.15524,1.15728,1.15522,1.15614,6600,2015-01-19 00:48:00,2015-01-19 02:48:00,1.16806,1.1764334,-1,-1.0,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2015-01-19 04:00:00,1.15609,1.15734,1.15531,1.15562,8604,2015-01-19 06:00:00,2015-01-19 04:24:00,1.1669905,1.175796,-1,-1.0,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2015-01-19 08:00:00,1.15566,1.15915,1.15512,1.15834,12960,2015-01-19 10:48:00,2015-01-19 11:36:00,1.165982,1.1752276,-1,-1.0,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2015-01-19 12:00:00,1.15837,1.16273,1.15809,1.16051,9087,2015-01-19 12:00:00,2015-01-19 12:24:00,1.1650485,1.1747664,-1,-1.0,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2015-01-19 16:00:00,1.16053,1.16381,1.15994,1.16211,8457,2015-01-19 16:48:00,2015-01-19 18:24:00,1.1643685000000001,1.17437,-1,-1.0,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2015-01-19 20:00:00,1.16211,1.16288,1.16003,1.16084,3767,2015-01-19 22:48:00,2015-01-19 20:00:00,1.163384,1.1739216,-1,-1.0,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2015-01-20 00:00:00,1.16081,1.16098,1.15835,1.15838,2498,2015-01-20 03:36:00,2015-01-20 00:24:00,1.1623605,1.1734144,-1,-1.0,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2015-01-20 04:00:00,1.1583,1.15887,1.15719,1.15764,3652,2015-01-20 04:24:00,2015-01-20 05:12:00,1.1613655,1.1729232,-1,-1.0,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2015-01-20 08:00:00,1.15762,1.15921,1.15676,1.15879,7271,2015-01-20 09:12:00,2015-01-20 10:24:00,1.160436,1.1725118,-1,-1.0,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2015-01-20 12:00:00,1.15881,1.16138,1.15685,1.15901,8859,2015-01-20 14:24:00,2015-01-20 12:48:00,1.1595925,1.1721414,-1,-1.0,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2015-01-20 16:00:00,1.159,1.16046,1.15545,1.15577,9471,2015-01-20 19:36:00,2015-01-20 16:24:00,1.1586995,1.1716386,-1,-1.0,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
