entry_time,entry_idx,entry_price,side,exit_time,exit_idx,exit_price,barrier_hit,return
2022-08-31 04:00:00,12030,1.004,1,2022-08-31 08:00:00,12031,0.99792,sl,-0.0060557768924302535
2022-09-05 12:00:00,12050,0.99235,-1,2022-09-06 00:00:00,12053,0.99683,sl,-0.004514536201944919
2022-09-09 20:00:00,12076,1.0046,1,2022-09-12 00:00:00,12077,1.00703,tp,0.0024188731833567137
2022-09-16 08:00:00,12103,0.99553,-1,2022-09-16 12:00:00,12104,0.99554,sl,-1.0044900706110805e-05
2022-10-03 12:00:00,12170,0.97656,1,2022-10-03 16:00:00,12171,0.98079,tp,0.004331531088719656
2022-10-10 16:00:00,12201,0.96918,-1,2022-10-10 20:00:00,12202,0.97033,sl,-0.0011865700901793107
2022-10-18 04:00:00,12234,0.98572,1,2022-10-18 08:00:00,12235,0.98287,sl,-0.002891287586738647
2022-11-02 08:00:00,12301,0.98999,-1,2022-11-02 16:00:00,12303,0.98675,tp,0.003272760330912454
2022-11-08 16:00:00,12327,1.00884,1,2022-11-08 20:00:00,12328,1.00731,sl,-0.0015165933150945953
2022-11-22 12:00:00,12386,1.02605,-1,2022-11-22 16:00:00,12387,1.02959,sl,-0.003450124262950245
2022-11-25 04:00:00,12402,1.04112,1,2022-11-25 08:00:00,12403,1.03934,sl,-0.0017096972491164465
2022-12-22 20:00:00,12520,1.05982,-1,2022-12-23 08:00:00,12523,1.06097,sl,-0.0010850899209299545
2022-12-28 00:00:00,12533,1.06419,1,2022-12-28 16:00:00,12537,1.0629,sl,-0.0012121895526174963
2023-01-04 16:00:00,12567,1.06072,-1,2023-01-05 00:00:00,12569,1.06204,sl,-0.0012444377404027336
2023-01-10 12:00:00,12590,1.07216,1,2023-01-10 16:00:00,12591,1.07334,tp,0.001100582002686128
2023-01-31 16:00:00,12681,1.08655,-1,2023-02-01 08:00:00,12685,1.08833,sl,-0.0016382126915467443
2023-02-02 04:00:00,12690,1.10201,1,2023-02-02 08:00:00,12691,1.09987,sl,-0.0019419061533017222
2023-02-06 20:00:00,12706,1.07257,-1,2023-02-07 12:00:00,12710,1.06954,tp,0.002824990443514258
2023-03-03 00:00:00,12815,1.06084,1,2023-03-06 04:00:00,12822,1.06484,tp,0.003770596885486976
2023-03-09 04:00:00,12840,1.05523,-1,2023-03-09 12:00:00,12842,1.05744,sl,-0.002094330146034557
2023-03-13 20:00:00,12856,1.07314,1,2023-03-14 04:00:00,12858,1.07027,sl,-0.002674394766759163
2023-03-20 08:00:00,12883,1.06614,-1,2023-03-20 12:00:00,12884,1.07051,sl,-0.004098898831297939
2023-03-21 04:00:00,12888,1.07122,1,2023-03-21 12:00:00,12890,1.07812,tp,0.006441253897425277
2023-04-11 12:00:00,12980,1.09119,-1,2023-04-12 08:00:00,12985,1.09238,sl,-0.0010905525160602664
2023-04-11 20:00:00,12982,1.09129,1,2023-04-12 12:00:00,12986,1.09641,tp,0.004691695149776881
2023-04-12 00:00:00,12983,1.09253,-1,2023-04-12 12:00:00,12986,1.09641,sl,-0.003551389893183808
2023-04-12 12:00:00,12986,1.09641,1,2023-04-13 00:00:00,12989,1.10022,tp,0.0034749774263276227
2023-04-20 04:00:00,13020,1.09591,-1,2023-04-20 12:00:00,13022,1.09776,sl,-0.0016880948253051157
2023-04-25 00:00:00,13037,1.10592,1,2023-04-25 08:00:00,13039,1.10398,sl,-0.0017541956018518995
2023-05-02 12:00:00,13070,1.09551,-1,2023-05-02 16:00:00,13071,1.09999,sl,-0.0040894195397577745
2023-05-05 04:00:00,13086,1.10418,1,2023-05-05 12:00:00,13088,1.09761,sl,-0.005950116828777885
2023-05-09 16:00:00,13101,1.09554,-1,2023-05-10 04:00:00,13104,1.0972,sl,-0.0015152344962301649
2023-06-06 04:00:00,13218,1.07235,1,2023-06-06 08:00:00,13219,1.06992,sl,-0.0022660511959714017
2023-06-07 04:00:00,13224,1.06905,-1,2023-06-07 12:00:00,13226,1.07161,sl,-0.0023946494551236102
2023-06-08 20:00:00,13234,1.0783,1,2023-06-09 08:00:00,13237,1.07634,sl,-0.001817675971436485
2023-06-27 08:00:00,13309,1.09395,-1,2023-06-27 12:00:00,13310,1.09653,sl,-0.002358425887837677
2023-07-10 12:00:00,13364,1.09469,1,2023-07-10 16:00:00,13365,1.09893,tp,0.0038732426531712374
2023-07-24 00:00:00,13421,1.11297,-1,2023-07-24 08:00:00,13423,1.10709,tp,0.00528316127119339
2023-08-09 04:00:00,13494,1.09669,1,2023-08-10 08:00:00,13501,1.10187,tp,0.004723303759494445
2023-08-14 20:00:00,13516,1.09062,-1,2023-08-15 08:00:00,13519,1.09281,sl,-0.0020080321285141814
2023-08-31 04:00:00,13590,1.09186,1,2023-08-31 08:00:00,13591,1.08777,sl,-0.0037459014892020485
2023-09-05 04:00:00,13608,1.07923,-1,2023-09-05 08:00:00,13609,1.07484,tp,0.004067714944914332
2023-09-14 08:00:00,13651,1.0734,1,2023-09-14 12:00:00,13652,1.06768,sl,-0.005328861561393654
2023-09-14 16:00:00,13653,1.06485,-1,2023-09-15 16:00:00,13659,1.06722,sl,-0.0022256655867023364
