epoch,classification_output_accuracy,classification_output_auc,classification_output_loss,learning_rate,loss,regression_output_loss,regression_output_mae,regression_output_mse,val_classification_output_accuracy,val_classification_output_auc,val_classification_output_loss,val_loss,val_regression_output_loss,val_regression_output_mae,val_regression_output_mse
0,0.43702611327171326,0.49091851711273193,0.9073560237884521,0.0010000000474974513,4.524101734161377,0.9416115880012512,0.554673433303833,0.43899333477020264,0.4006882905960083,0.4776114821434021,0.693111002445221,3.3468050956726074,0.27970096468925476,0.16447687149047852,0.08380572497844696
1,0.7404170036315918,0.49512046575546265,0.5903001427650452,0.0010000000474974513,3.119077682495117,0.7032197713851929,0.44849893450737,0.31492576003074646,0.841691255569458,0.5016416311264038,0.4622909128665924,2.446626901626587,0.2923888862133026,0.14465251564979553,0.08427330106496811
2,0.8159224987030029,0.49744874238967896,0.5058250427246094,0.0010000000474974513,2.3420708179473877,0.5461437106132507,0.36009833216667175,0.22630754113197327,0.841691255569458,0.5000852346420288,0.4393523633480072,1.9113850593566895,0.2840154469013214,0.15633629262447357,0.08281043916940689
3,0.8314027190208435,0.4991053342819214,0.4811673164367676,0.0010000000474974513,1.8434746265411377,0.4624935984611511,0.29267844557762146,0.174368217587471,0.841691255569458,0.4730319678783417,0.4375520348548889,1.5371028184890747,0.2747653126716614,0.15176118910312653,0.08096808195114136
4,0.8409856557846069,0.5044081211090088,0.46685975790023804,0.0010000000474974513,1.4856537580490112,0.41043081879615784,0.2454509735107422,0.13767462968826294,0.841691255569458,0.49263060092926025,0.43736907839775085,1.2598408460617065,0.27848002314567566,0.13765089213848114,0.08007338643074036
5,0.8433024287223816,0.4988066554069519,0.4656936824321747,0.0010000000474974513,1.2170270681381226,0.37428200244903564,0.21642616391181946,0.11648974567651749,0.841691255569458,0.49242016673088074,0.4359348714351654,1.0420470237731934,0.2754674553871155,0.1467072069644928,0.07983054965734482
6,0.8438289761543274,0.5155297517776489,0.45627859234809875,0.0010000000474974513,1.0061442852020264,0.3476288318634033,0.19364431500434875,0.10116834938526154,0.841691255569458,0.47832798957824707,0.43765440583229065,0.874630331993103,0.2775559425354004,0.14164452254772186,0.07998599857091904
7,0.8439342975616455,0.5133638978004456,0.4539797008037567,0.0010000000474974513,0.8470300436019897,0.3352201581001282,0.17763926088809967,0.09225743263959885,0.841691255569458,0.43831539154052734,0.43595659732818604,0.7412161827087402,0.2785671353340149,0.14384247362613678,0.08027996867895126
8,0.8440396189689636,0.5108306407928467,0.45653098821640015,0.0010000000474974513,0.7263592481613159,0.32773903012275696,0.17034941911697388,0.08801089227199554,0.841691255569458,0.47510087490081787,0.43707752227783203,0.6402038931846619,0.2769336998462677,0.14896272122859955,0.08015592396259308
9,0.8440396189689636,0.49797940254211426,0.4583430886268616,0.0010000000474974513,0.6375900506973267,0.32799652218818665,0.16631338000297546,0.08694680035114288,0.841691255569458,0.4820158779621124,0.43698954582214355,0.5601440668106079,0.2763584554195404,0.15043605864048004,0.08012838661670685
10,0.8440396189689636,0.5108267068862915,0.45124590396881104,0.0010000000474974513,0.5622207522392273,0.3233945667743683,0.16036349534988403,0.08454934507608414,0.841691255569458,0.4656262695789337,0.4383172392845154,0.498928427696228,0.27515751123428345,0.14975367486476898,0.07980930060148239
11,0.8440396189689636,0.49849939346313477,0.45050111413002014,0.0010000000474974513,0.5085403919219971,0.3228112757205963,0.1599598377943039,0.084151990711689,0.841691255569458,0.42762088775634766,0.43574395775794983,0.45271924138069153,0.27427542209625244,0.15236154198646545,0.07973457872867584
12,0.8440396189689636,0.485181599855423,0.45385441184043884,0.0010000000474974513,0.47168096899986267,0.32250913977622986,0.16178295016288757,0.08452622592449188,0.841691255569458,0.47333675622940063,0.43964147567749023,0.42242684960365295,0.27423691749572754,0.1507733166217804,0.07964825630187988
13,0.8440396189689636,0.5047979950904846,0.4495205581188202,0.0010000000474974513,0.44229498505592346,0.32216936349868774,0.15807461738586426,0.08365018665790558,0.841691255569458,0.4897952973842621,0.43598702549934387,0.39699992537498474,0.27414268255233765,0.1528230607509613,0.07984636723995209
14,0.8440396189689636,0.5067898035049438,0.4467337727546692,0.0010000000474974513,0.4212285876274109,0.32240498065948486,0.1596275418996811,0.08382580429315567,0.841691255569458,0.49135440587997437,0.4410742223262787,0.38324540853500366,0.27485737204551697,0.1506904512643814,0.07980166375637054
15,0.8440396189689636,0.5080267190933228,0.4455559253692627,0.0010000000474974513,0.4065827429294586,0.32240796089172363,0.15848204493522644,0.0837843045592308,0.841691255569458,0.5411916971206665,0.4416051208972931,0.371471643447876,0.2751249670982361,0.15214411914348602,0.08008050918579102
16,0.8440396189689636,0.5241807699203491,0.44223329424858093,0.0010000000474974513,0.3953394591808319,0.321011483669281,0.15593597292900085,0.08291023224592209,0.841691255569458,0.5701569318771362,0.43952295184135437,0.36212682723999023,0.273849219083786,0.15427899360656738,0.07983971387147903
17,0.8440396189689636,0.5323848724365234,0.4402943551540375,0.0010000000474974513,0.3873802125453949,0.31980279088020325,0.1581803411245346,0.08304496109485626,0.841691255569458,0.5110790729522705,0.4381076693534851,0.3585013747215271,0.27595096826553345,0.14945729076862335,0.07994034141302109
18,0.8439342975616455,0.5211265087127686,0.44294652342796326,0.0010000000474974513,0.38571980595588684,0.3210313320159912,0.15648511052131653,0.08313661813735962,0.841691255569458,0.49439650774002075,0.4396411180496216,0.35617923736572266,0.27540692687034607,0.1576904058456421,0.08081391453742981
19,0.8439342975616455,0.5315253138542175,0.43934062123298645,0.0010000000474974513,0.3889126479625702,0.3263387084007263,0.1658831536769867,0.08710931241512299,0.841691255569458,0.4652743339538574,0.43760165572166443,0.3630615174770355,0.28067848086357117,0.15759174525737762,0.08211850374937057
20,0.8440396189689636,0.5521597862243652,0.435751736164093,0.0010000000474974513,0.38283827900886536,0.319543719291687,0.15688316524028778,0.08305313438177109,0.841691255569458,0.4658675491809845,0.4381273090839386,0.3588944673538208,0.2786393463611603,0.1578308492898941,0.08160272240638733
21,0.8440396189689636,0.5544012188911438,0.433910995721817,0.0010000000474974513,0.3799746334552765,0.3191819190979004,0.15555508434772491,0.08331109583377838,0.841691255569458,0.5357242822647095,0.4344900846481323,0.35374847054481506,0.27510297298431396,0.1465398222208023,0.07971444725990295
22,0.8436183929443359,0.5707319378852844,0.42956840991973877,0.0010000000474974513,0.37792378664016724,0.3202430009841919,0.1553792804479599,0.0828215479850769,0.841691255569458,0.5471352934837341,0.4327501058578491,0.3501974940299988,0.2732005715370178,0.15732823312282562,0.07947540283203125
23,0.8437236547470093,0.5726165175437927,0.4298180043697357,0.0010000000474974513,0.3752586543560028,0.3184128701686859,0.15251567959785461,0.0823235809803009,0.841691255569458,0.531056821346283,0.43355390429496765,0.35077837109565735,0.2725840210914612,0.14901934564113617,0.07927539944648743
24,0.8440396189689636,0.587957501411438,0.4256090819835663,0.0010000000474974513,0.37514740228652954,0.31818363070487976,0.1538543999195099,0.08254384994506836,0.841691255569458,0.5565418601036072,0.4336511194705963,0.3521119952201843,0.2738046646118164,0.14814628660678864,0.07914244383573532
25,0.8440396189689636,0.5862050652503967,0.42690199613571167,0.0010000000474974513,0.3748415410518646,0.31887397170066833,0.1521269530057907,0.08212657272815704,0.841691255569458,0.540780782699585,0.43278905749320984,0.3494199514389038,0.27238044142723083,0.14997854828834534,0.07901176810264587
